pair,family,condition,method,truth,prediction,correct,abstain
124,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
124,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
124,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
124,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
124,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
124,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
124,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
124,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
125,human_override,ordinary_trace,outcome,operator,developer,0,0
125,human_override,ordinary_trace,causal,operator,developer,0,0
125,human_override,ordinary_trace,rule,operator,provider,0,0
125,human_override,ordinary_trace,scm,operator,operator,1,0
125,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
125,human_override,receipt_revealed,outcome,operator,developer,0,0
125,human_override,receipt_revealed,causal,operator,operator,1,0
125,human_override,receipt_revealed,rule,operator,operator,1,0
125,human_override,receipt_revealed,scm,operator,operator,1,0
125,human_override,receipt_revealed,trace-r,operator,operator,1,0
126,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
126,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
126,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
126,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
126,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
126,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
126,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
126,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
126,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
126,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
127,human_override,ordinary_trace,outcome,operator,developer,0,0
127,human_override,ordinary_trace,causal,operator,developer,0,0
127,human_override,ordinary_trace,rule,operator,provider,0,0
127,human_override,ordinary_trace,scm,operator,operator,1,0
127,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
127,human_override,receipt_revealed,outcome,operator,developer,0,0
127,human_override,receipt_revealed,causal,operator,operator,1,0
127,human_override,receipt_revealed,rule,operator,operator,1,0
127,human_override,receipt_revealed,scm,operator,operator,1,0
127,human_override,receipt_revealed,trace-r,operator,operator,1,0
128,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
128,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
128,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
128,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
128,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
128,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
128,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
128,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
128,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
128,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
129,human_override,ordinary_trace,outcome,operator,developer,0,0
129,human_override,ordinary_trace,causal,operator,developer,0,0
129,human_override,ordinary_trace,rule,operator,provider,0,0
129,human_override,ordinary_trace,scm,operator,operator,1,0
129,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
129,human_override,receipt_revealed,outcome,operator,developer,0,0
129,human_override,receipt_revealed,causal,operator,operator,1,0
129,human_override,receipt_revealed,rule,operator,operator,1,0
129,human_override,receipt_revealed,scm,operator,operator,1,0
129,human_override,receipt_revealed,trace-r,operator,operator,1,0
130,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
130,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
130,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
130,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
130,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
130,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
130,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
130,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
130,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
130,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
131,human_override,ordinary_trace,outcome,operator,developer,0,0
131,human_override,ordinary_trace,causal,operator,developer,0,0
131,human_override,ordinary_trace,rule,operator,provider,0,0
131,human_override,ordinary_trace,scm,operator,operator,1,0
131,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
131,human_override,receipt_revealed,outcome,operator,developer,0,0
131,human_override,receipt_revealed,causal,operator,operator,1,0
131,human_override,receipt_revealed,rule,operator,operator,1,0
131,human_override,receipt_revealed,scm,operator,operator,1,0
131,human_override,receipt_revealed,trace-r,operator,operator,1,0
132,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
132,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
132,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
132,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
132,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
132,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
132,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
132,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
132,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
132,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
133,human_override,ordinary_trace,outcome,operator,developer,0,0
133,human_override,ordinary_trace,causal,operator,developer,0,0
133,human_override,ordinary_trace,rule,operator,provider,0,0
133,human_override,ordinary_trace,scm,operator,operator,1,0
133,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
133,human_override,receipt_revealed,outcome,operator,developer,0,0
133,human_override,receipt_revealed,causal,operator,operator,1,0
133,human_override,receipt_revealed,rule,operator,operator,1,0
133,human_override,receipt_revealed,scm,operator,operator,1,0
133,human_override,receipt_revealed,trace-r,operator,operator,1,0
134,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
134,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
134,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
134,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
134,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
134,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
134,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
134,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
134,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
134,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
135,human_override,ordinary_trace,outcome,operator,developer,0,0
135,human_override,ordinary_trace,causal,operator,developer,0,0
135,human_override,ordinary_trace,rule,operator,provider,0,0
135,human_override,ordinary_trace,scm,operator,operator,1,0
135,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
135,human_override,receipt_revealed,outcome,operator,developer,0,0
135,human_override,receipt_revealed,causal,operator,operator,1,0
135,human_override,receipt_revealed,rule,operator,operator,1,0
135,human_override,receipt_revealed,scm,operator,operator,1,0
135,human_override,receipt_revealed,trace-r,operator,operator,1,0
136,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
136,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
136,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
136,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
136,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
136,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
136,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
136,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
136,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
136,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
137,human_override,ordinary_trace,outcome,operator,developer,0,0
137,human_override,ordinary_trace,causal,operator,developer,0,0
137,human_override,ordinary_trace,rule,operator,provider,0,0
137,human_override,ordinary_trace,scm,operator,operator,1,0
137,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
137,human_override,receipt_revealed,outcome,operator,developer,0,0
137,human_override,receipt_revealed,causal,operator,operator,1,0
137,human_override,receipt_revealed,rule,operator,operator,1,0
137,human_override,receipt_revealed,scm,operator,operator,1,0
137,human_override,receipt_revealed,trace-r,operator,operator,1,0
138,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
138,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
138,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
138,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
138,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
138,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
138,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
138,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
138,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
138,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
139,human_override,ordinary_trace,outcome,operator,developer,0,0
139,human_override,ordinary_trace,causal,operator,developer,0,0
139,human_override,ordinary_trace,rule,operator,provider,0,0
139,human_override,ordinary_trace,scm,operator,operator,1,0
139,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
139,human_override,receipt_revealed,outcome,operator,developer,0,0
139,human_override,receipt_revealed,causal,operator,operator,1,0
139,human_override,receipt_revealed,rule,operator,operator,1,0
139,human_override,receipt_revealed,scm,operator,operator,1,0
139,human_override,receipt_revealed,trace-r,operator,operator,1,0
140,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
140,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
140,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
140,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
140,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
140,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
140,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
140,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
140,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
140,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
141,human_override,ordinary_trace,outcome,operator,developer,0,0
141,human_override,ordinary_trace,causal,operator,developer,0,0
141,human_override,ordinary_trace,rule,operator,provider,0,0
141,human_override,ordinary_trace,scm,operator,operator,1,0
141,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
141,human_override,receipt_revealed,outcome,operator,developer,0,0
141,human_override,receipt_revealed,causal,operator,operator,1,0
141,human_override,receipt_revealed,rule,operator,operator,1,0
141,human_override,receipt_revealed,scm,operator,operator,1,0
141,human_override,receipt_revealed,trace-r,operator,operator,1,0
142,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
142,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
142,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
142,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
142,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
142,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
142,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
142,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
142,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
142,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
143,human_override,ordinary_trace,outcome,operator,developer,0,0
143,human_override,ordinary_trace,causal,operator,developer,0,0
143,human_override,ordinary_trace,rule,operator,provider,0,0
143,human_override,ordinary_trace,scm,operator,operator,1,0
143,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
143,human_override,receipt_revealed,outcome,operator,developer,0,0
143,human_override,receipt_revealed,causal,operator,operator,1,0
143,human_override,receipt_revealed,rule,operator,operator,1,0
143,human_override,receipt_revealed,scm,operator,operator,1,0
143,human_override,receipt_revealed,trace-r,operator,operator,1,0
144,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
144,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
144,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
144,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
144,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
144,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
144,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
144,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
144,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
144,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
145,human_override,ordinary_trace,outcome,operator,developer,0,0
145,human_override,ordinary_trace,causal,operator,developer,0,0
145,human_override,ordinary_trace,rule,operator,provider,0,0
145,human_override,ordinary_trace,scm,operator,operator,1,0
145,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
145,human_override,receipt_revealed,outcome,operator,developer,0,0
145,human_override,receipt_revealed,causal,operator,operator,1,0
145,human_override,receipt_revealed,rule,operator,operator,1,0
145,human_override,receipt_revealed,scm,operator,operator,1,0
145,human_override,receipt_revealed,trace-r,operator,operator,1,0
146,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
146,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
146,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
146,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
146,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
146,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
146,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
146,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
146,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
146,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
147,human_override,ordinary_trace,outcome,operator,developer,0,0
147,human_override,ordinary_trace,causal,operator,developer,0,0
147,human_override,ordinary_trace,rule,operator,provider,0,0
147,human_override,ordinary_trace,scm,operator,operator,1,0
147,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
147,human_override,receipt_revealed,outcome,operator,developer,0,0
147,human_override,receipt_revealed,causal,operator,operator,1,0
147,human_override,receipt_revealed,rule,operator,operator,1,0
147,human_override,receipt_revealed,scm,operator,operator,1,0
147,human_override,receipt_revealed,trace-r,operator,operator,1,0
148,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
148,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
148,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
148,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
148,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
148,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
148,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
148,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
148,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
148,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
149,human_override,ordinary_trace,outcome,operator,developer,0,0
149,human_override,ordinary_trace,causal,operator,developer,0,0
149,human_override,ordinary_trace,rule,operator,provider,0,0
149,human_override,ordinary_trace,scm,operator,operator,1,0
149,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
149,human_override,receipt_revealed,outcome,operator,developer,0,0
149,human_override,receipt_revealed,causal,operator,operator,1,0
149,human_override,receipt_revealed,rule,operator,operator,1,0
149,human_override,receipt_revealed,scm,operator,operator,1,0
149,human_override,receipt_revealed,trace-r,operator,operator,1,0
150,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
150,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
150,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
150,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
150,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
150,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
150,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
150,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
150,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
150,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
151,human_override,ordinary_trace,outcome,operator,developer,0,0
151,human_override,ordinary_trace,causal,operator,developer,0,0
151,human_override,ordinary_trace,rule,operator,provider,0,0
151,human_override,ordinary_trace,scm,operator,operator,1,0
151,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
151,human_override,receipt_revealed,outcome,operator,developer,0,0
151,human_override,receipt_revealed,causal,operator,operator,1,0
151,human_override,receipt_revealed,rule,operator,operator,1,0
151,human_override,receipt_revealed,scm,operator,operator,1,0
151,human_override,receipt_revealed,trace-r,operator,operator,1,0
152,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
152,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
152,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
152,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
152,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
152,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
152,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
152,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
152,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
152,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
153,human_override,ordinary_trace,outcome,operator,developer,0,0
153,human_override,ordinary_trace,causal,operator,developer,0,0
153,human_override,ordinary_trace,rule,operator,provider,0,0
153,human_override,ordinary_trace,scm,operator,operator,1,0
153,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
153,human_override,receipt_revealed,outcome,operator,developer,0,0
153,human_override,receipt_revealed,causal,operator,operator,1,0
153,human_override,receipt_revealed,rule,operator,operator,1,0
153,human_override,receipt_revealed,scm,operator,operator,1,0
153,human_override,receipt_revealed,trace-r,operator,operator,1,0
154,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
154,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
154,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
154,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
154,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
154,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
154,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
154,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
154,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
154,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
155,human_override,ordinary_trace,outcome,operator,developer,0,0
155,human_override,ordinary_trace,causal,operator,developer,0,0
155,human_override,ordinary_trace,rule,operator,provider,0,0
155,human_override,ordinary_trace,scm,operator,operator,1,0
155,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
155,human_override,receipt_revealed,outcome,operator,developer,0,0
155,human_override,receipt_revealed,causal,operator,operator,1,0
155,human_override,receipt_revealed,rule,operator,operator,1,0
155,human_override,receipt_revealed,scm,operator,operator,1,0
155,human_override,receipt_revealed,trace-r,operator,operator,1,0
156,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
156,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
156,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
156,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
156,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
156,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
156,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
156,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
156,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
156,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
157,human_override,ordinary_trace,outcome,operator,developer,0,0
157,human_override,ordinary_trace,causal,operator,developer,0,0
157,human_override,ordinary_trace,rule,operator,provider,0,0
157,human_override,ordinary_trace,scm,operator,operator,1,0
157,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
157,human_override,receipt_revealed,outcome,operator,developer,0,0
157,human_override,receipt_revealed,causal,operator,operator,1,0
157,human_override,receipt_revealed,rule,operator,operator,1,0
157,human_override,receipt_revealed,scm,operator,operator,1,0
157,human_override,receipt_revealed,trace-r,operator,operator,1,0
158,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
158,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
158,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
158,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
158,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
158,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
158,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
158,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
158,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
158,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
159,human_override,ordinary_trace,outcome,operator,developer,0,0
159,human_override,ordinary_trace,causal,operator,developer,0,0
159,human_override,ordinary_trace,rule,operator,provider,0,0
159,human_override,ordinary_trace,scm,operator,operator,1,0
159,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
159,human_override,receipt_revealed,outcome,operator,developer,0,0
159,human_override,receipt_revealed,causal,operator,operator,1,0
159,human_override,receipt_revealed,rule,operator,operator,1,0
159,human_override,receipt_revealed,scm,operator,operator,1,0
159,human_override,receipt_revealed,trace-r,operator,operator,1,0
160,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
160,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
160,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
160,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
160,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
160,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
160,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
160,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
160,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
160,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
161,human_override,ordinary_trace,outcome,operator,developer,0,0
161,human_override,ordinary_trace,causal,operator,developer,0,0
161,human_override,ordinary_trace,rule,operator,provider,0,0
161,human_override,ordinary_trace,scm,operator,operator,1,0
161,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
161,human_override,receipt_revealed,outcome,operator,developer,0,0
161,human_override,receipt_revealed,causal,operator,operator,1,0
161,human_override,receipt_revealed,rule,operator,operator,1,0
161,human_override,receipt_revealed,scm,operator,operator,1,0
161,human_override,receipt_revealed,trace-r,operator,operator,1,0
162,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
162,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
162,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
162,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
162,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
162,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
162,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
162,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
162,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
162,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
163,human_override,ordinary_trace,outcome,operator,developer,0,0
163,human_override,ordinary_trace,causal,operator,developer,0,0
163,human_override,ordinary_trace,rule,operator,provider,0,0
163,human_override,ordinary_trace,scm,operator,operator,1,0
163,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
163,human_override,receipt_revealed,outcome,operator,developer,0,0
163,human_override,receipt_revealed,causal,operator,operator,1,0
163,human_override,receipt_revealed,rule,operator,operator,1,0
163,human_override,receipt_revealed,scm,operator,operator,1,0
163,human_override,receipt_revealed,trace-r,operator,operator,1,0
164,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
164,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
164,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
164,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
164,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
164,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
164,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
164,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
164,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
164,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
165,human_override,ordinary_trace,outcome,operator,developer,0,0
165,human_override,ordinary_trace,causal,operator,developer,0,0
165,human_override,ordinary_trace,rule,operator,provider,0,0
165,human_override,ordinary_trace,scm,operator,operator,1,0
165,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
165,human_override,receipt_revealed,outcome,operator,developer,0,0
